length_of_stay_days,pet_type,pet_age,size,shedding,coat_length,temperament,breed_type,adoption_fee,gender,is_mix,shots_up_to_date,spayed_neutered,hypoallergenic,housebroken,special_need,gets_along_with_cats,gets_along_with_dogs,gets_along_with_kids,courtesy_post,cross_post,litter,parent_of_litter,primary_breed,secondary_breed,third_breed,fourth_breed,bully_breed,popular_breed,bonded_pair,age_total_months,sentiment_score,record_type,subtype,had_medical
226,dog,young,large,nan,nan,nan,nan,400,male,yes,yes,yes,no,no,not sure,not sure,yes,no,yes,no,no,no,german shepherd dog,,,,no,no,no,71.0,0.0,,,no
4,dog,young,medium,nan,nan,nan,nan,350,male,yes,yes,yes,no,yes,not sure,not sure,not sure,yes,yes,no,no,no,vizsla,,,,no,no,no,,0.0,,,no
0,dog,puppy,small,nan,medium,nan,purebreed,450,male,no,yes,yes,yes,not sure,not sure,not sure,yes,yes,no,no,no,no,yorkshire terrier,,,,no,yes,no,105.0,0.0,,,no
15,dog,adult,medium,nan,nan,nan,nan,350,male,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,goldendoodle,,,,no,no,no,157.0,0.0,surgery/procedures,dental prophylaxis,yes
3,dog,puppy,small,nan,nan,nan,nan,500,male,yes,yes,not sure,no,no,not sure,no,yes,yes,no,no,no,no,beagle,puggle,,,no,yes,no,47.0,0.0,,,no
34,dog,young,small,nan,nan,nan,nan,615,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,pomeranian,chihuahua,,,no,no,no,29.0,0.0,,,no
20,dog,nan,nan,nan,nan,nan,nan,nan,male,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,dachshund,,,,no,yes,no,112.0,0.0,,,no
43,dog,adult,small,nan,nan,nan,nan,365,female,no,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,chihuahua,,,,no,no,no,,0.0,surgery/procedures,dental prophylaxis,yes
12,dog,young,small,sheds a little,nan,nan,nan,565,male,nan,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,maltese,,,,no,no,no,43.0,0.0,,,no
80,dog,adult,small,nan,nan,nan,nan,300,male,no,yes,yes,no,yes,yes,not sure,yes,no,no,no,no,no,chihuahua,,,,no,no,no,,0.0,,,no
61,dog,puppy,large,sheds a little,nan,nan,nan,400,male,yes,yes,yes,no,no,no,not sure,not sure,not sure,no,no,yes,no,pit bull terrier,labrador retriever,,,no,yes,no,,0.0,,,no
46,dog,puppy,large,sheds a little,nan,nan,nan,400,female,yes,yes,yes,no,no,no,not sure,not sure,not sure,no,no,yes,no,pit bull terrier,labrador retriever,,,no,yes,no,,0.0,,,no
67,dog,puppy,large,sheds a little,nan,nan,nan,400,male,yes,yes,yes,no,no,no,not sure,not sure,not sure,no,no,yes,no,pit bull terrier,labrador retriever,,,no,yes,no,,0.0,,,no
35,dog,puppy,large,sheds a little,nan,nan,nan,465,male,yes,yes,yes,no,no,no,not sure,not sure,not sure,no,no,yes,no,pit bull terrier,labrador retriever,,,no,yes,no,,0.0,,,no
19,dog,adult,small,nan,nan,nan,nan,350,female,yes,yes,yes,no,yes,not sure,yes,no,no,yes,no,no,no,french bulldog,pomeranian,,,no,yes,no,56.0,0.0,,,no
40,dog,nan,small,sheds a little,nan,nan,nan,715,female,yes,not sure,yes,no,no,no,not sure,not sure,not sure,no,no,no,no,chinese crested,shih tzu,,,no,no,no,32.0,0.0,,,no
31,dog,young,small,nan,nan,nan,nan,350,male,yes,yes,yes,no,yes,not sure,yes,yes,yes,no,no,no,no,beagle,,,,no,yes,no,,0.0,,,no
48,dog,adult,small,nan,nan,nan,nan,365,female,no,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,chihuahua,,,,no,no,no,,0.0,,,no
22,dog,young,small,sheds a little,nan,nan,nan,415,male,yes,yes,yes,not sure,not sure,not sure,not sure,yes,yes,no,no,no,no,maltese,,,,no,no,no,23.0,0.0,"medications, medications, medications, surgery/procedures, surgery/procedures","other, other",yes
0,dog,young,small,sheds a little,medium,nan,mixed,250,male,yes,yes,yes,no,yes,not sure,yes,yes,not sure,no,no,no,no,pomeranian,corgi,,,no,no,no,115.0,0.0,,,no
29,dog,puppy,small,nan,nan,nan,nan,450,male,yes,yes,not sure,no,yes,not sure,not sure,yes,yes,no,no,no,no,chihuahua,pomeranian,,,no,no,no,56.0,0.0,,,no
42,dog,young,medium,nan,nan,nan,nan,400,male,yes,yes,yes,no,no,not sure,not sure,yes,not sure,no,no,no,no,pit bull terrier,,,,no,no,no,40.0,0.0,,,no
20,dog,puppy,nan,nan,nan,nan,nan,450,female,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,shepherds (all types),,,,no,no,no,34.0,0.0,,,no
179,dog,adult,medium,nan,nan,nan,nan,215,female,yes,yes,yes,no,yes,no,not sure,yes,no,no,no,no,no,boxer,pit bull terrier,,,no,no,no,45.0,0.0,diagnosis,,yes
56,dog,senior,small,nan,nan,nan,nan,400,female,yes,yes,yes,no,yes,yes,not sure,yes,yes,no,no,no,no,chihuahua,dachshund,chiweenie,,no,yes,no,151.0,0.0,"surgery/procedures, surgery/procedures","other, dental prophylaxis",yes
12,dog,adult,small,sheds a little,nan,nan,nan,450,female,yes,yes,yes,no,yes,yes,not sure,yes,no,no,no,no,no,yorkshire terrier,pomeranian,,,no,yes,no,89.0,0.0,,,no
4,dog,adult,large,nan,nan,nan,nan,350,female,yes,yes,yes,no,not sure,yes,not sure,yes,not sure,no,no,no,no,blue heeler,labrador retriever,,,no,yes,no,70.0,0.0,,,no
103,dog,senior,small,nan,nan,nan,nan,300,female,no,yes,yes,yes,no,no,not sure,yes,no,no,no,no,no,bichon frise,,,,no,no,no,151.0,0.0,surgery/procedures,dental prophylaxis,yes
24,dog,young,medium,sheds a little,nan,nan,nan,1175,female,no,yes,yes,no,not sure,not sure,not sure,not sure,yes,no,no,no,no,cocker spaniel,,,,no,no,no,43.0,0.0,"medications, medications",,yes
292,dog,adult,medium,nan,nan,nan,nan,150,female,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,pit bull terrier,,,,no,no,no,130.0,0.0,,,no
21,dog,adult,nan,nan,nan,no children under 6 years old,nan,350,female,no,not sure,yes,yes,not sure,not sure,yes,yes,yes,no,no,no,no,lhasa apso,,,,no,no,no,134.0,0.1,,,no
52,dog,young,small,nan,nan,nan,nan,350,female,yes,yes,yes,no,yes,not sure,not sure,yes,yes,no,no,no,no,chihuahua,dachshund,,,no,yes,no,,0.0,surgery/procedures,dental prophylaxis,yes
29,dog,adult,large,nan,nan,nan,nan,365,female,yes,yes,yes,not sure,yes,not sure,yes,no,yes,no,no,no,no,pointer,,,,no,no,no,45.0,0.0,"medications, surgery/procedures, medications, surgery/procedures","microchip implantation, other",yes
13,dog,puppy,small,nan,nan,nan,nan,450,female,no,yes,yes,no,not sure,not sure,not sure,not sure,no,no,no,yes,no,chihuahua,,,,no,no,no,54.0,0.0,,,no
23,dog,senior,small,nan,nan,nan,nan,250,female,yes,yes,yes,not sure,not sure,yes,yes,yes,yes,no,no,no,no,chihuahua,poodle (miniature),,,no,no,no,129.0,0.0,,,no
137,dog,puppy,small,nan,nan,nan,nan,450,female,yes,yes,no,no,no,no,not sure,yes,yes,no,no,no,no,chihuahua,yorkie,,,no,no,no,61.0,0.0,,,no
50,dog,adult,small,nan,nan,nan,nan,350,female,no,yes,yes,no,no,not sure,yes,yes,not sure,no,no,no,no,pomeranian,,,,no,no,no,100.0,0.0,,,no
125,dog,puppy,medium,nan,nan,nan,nan,565,male,no,yes,yes,not sure,not sure,not sure,yes,yes,not sure,no,no,no,no,bluetick coonhound,,,,no,no,no,29.0,0.0,,,no
55,dog,senior,small,nan,nan,nan,nan,150,male,nan,yes,no,yes,no,yes,not sure,yes,not sure,no,no,no,no,yorkshire terrier,,,,no,yes,no,,0.0,"surgery/procedures, medications, medications","dental prophylaxis, other, other",yes
30,dog,puppy,medium,sheds a little,nan,nan,nan,450,male,yes,yes,no,no,not sure,no,yes,yes,yes,no,no,no,no,boxer,,,,no,no,no,69.0,0.0,,,no
47,dog,puppy,small,nan,nan,nan,nan,425,male,yes,yes,no,no,no,no,not sure,yes,yes,no,no,no,no,chihuahua,dachshund,,,no,yes,no,87.0,0.0,,,no
16,dog,adult,small,nan,nan,nan,nan,365,male,no,yes,yes,not sure,not sure,not sure,no,yes,not sure,no,no,no,no,pomeranian,,,,no,no,no,118.0,0.0,,,no
0,dog,senior,small,sheds a little,medium,nan,purebreed,450,male,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,cocker spaniel,,,,no,no,yes,196.0,0.0,medications,office visit,yes
1020,dog,adult,medium,nan,nan,nan,nan,nan,male,nan,not sure,not sure,not sure,not sure,not sure,not sure,not sure,not sure,no,yes,no,no,american pit bull terrier,,,,yes,no,no,78.0,0.0,,,no
50,dog,young,large,sheds a little,nan,nan,nan,450,female,nan,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,german shorthaired pointer,,,,no,no,no,23.0,0.0,,,no
52,dog,adult,small,nan,nan,nan,nan,350,female,yes,yes,yes,no,yes,not sure,yes,yes,yes,no,no,no,no,chihuahua,pomeranian,,,no,no,no,,0.0,surgery/procedures,dental prophylaxis,yes
12,dog,puppy,medium,nan,nan,nan,nan,400,male,no,yes,yes,no,not sure,not sure,not sure,yes,yes,no,no,no,no,golden retriever,,,,no,yes,no,92.0,0.0,,,no
51,dog,adult,small,sheds a little,nan,nan,nan,675,male,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,maltese,,,,no,no,yes,87.0,0.0,surgery/procedures,dental prophylaxis,yes
36,dog,adult,small,nan,short,nan,purebreed,400,female,no,yes,yes,yes,no,not sure,not sure,yes,not sure,no,no,no,no,shih tzu,,,,no,no,no,155.0,0.0,surgery/procedures,dental prophylaxis,yes
0,dog,young,small,sheds a little,medium,nan,mixed,350,male,yes,yes,yes,no,yes,not sure,yes,yes,yes,no,no,no,no,papillon,chihuahua,,,no,no,no,103.0,0.0,,,no
124,dog,adult,small,nan,nan,nan,nan,365,male,no,yes,yes,not sure,no,not sure,yes,yes,no,no,no,no,no,chihuahua,,,,no,no,no,,0.0,surgery/procedures,dental prophylaxis,yes
118,dog,adult,large,nan,nan,nan,nan,350,female,yes,yes,yes,no,yes,not sure,not sure,not sure,yes,no,no,no,no,vizsla,terriers (medium),,,no,no,no,,0.0,surgery/procedures,,yes
22,dog,young,medium,nan,nan,nan,nan,300,female,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,shepherds (all types),husky,,,no,no,no,,0.0,,,no
48,dog,adult,small,not available,short,nan,purebreed,200,male,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,chihuahua,,,,no,no,no,144.0,0.0,,,no
27,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,no,not sure,not sure,yes,yes,no,no,yes,no,shepherds (all types),,,,no,no,no,43.0,0.0,,,no
97,dog,puppy,medium,nan,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,boxer,american bulldog,,,yes,no,no,29.0,0.0,,,no
131,dog,puppy,medium,nan,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,boxer,american bulldog,,,yes,no,no,29.0,0.0,,,no
68,dog,puppy,medium,nan,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,boxer,american bulldog,,,yes,no,no,29.0,0.0,,,no
96,dog,puppy,medium,nan,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,boxer,american bulldog,,,yes,no,no,29.0,0.0,,,no
42,dog,young,large,nan,nan,nan,nan,350,male,yes,yes,yes,no,yes,no,not sure,yes,yes,no,no,no,no,boxer,american staffordshire terrier,,,yes,no,no,66.0,0.0,,,no
17,dog,adult,large,nan,nan,nan,nan,400,male,no,yes,yes,yes,yes,no,yes,yes,not sure,no,no,no,no,poodle (standard),,,,no,no,no,80.0,0.0,,,no
38,dog,puppy,large,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,border collie,shepherds (all types),,,no,no,no,24.0,0.0,,,no
52,dog,senior,small,nan,nan,nan,nan,250,male,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,poodle (miniature),,,,no,no,no,172.0,0.0,,,no
0,dog,adult,small,nan,nan,nan,nan,300,female,no,yes,yes,no,yes,not sure,not sure,yes,no,no,no,no,no,pomeranian,,,,no,no,no,163.0,0.0,surgery/procedures,dental prophylaxis,yes
4,dog,puppy,large,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,no,yes,not sure,no,no,no,no,31 flavors mixes,,,,no,no,no,27.0,0.0,,,no
15,dog,adult,small,nan,nan,nan,nan,350,male,no,yes,yes,yes,yes,no,yes,yes,not sure,no,no,no,no,shih tzu,,,,no,no,no,99.0,0.0,,,no
12,dog,adult,medium,nan,nan,nan,nan,350,female,yes,yes,yes,no,yes,not sure,yes,yes,yes,yes,no,no,no,border collie,,,,no,no,no,120.0,0.0,,,no
37,dog,young,small,nan,nan,nan,nan,400,male,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,chihuahua,,,,no,no,no,71.0,0.0,,,no
161,dog,adult,small,nan,nan,nan,nan,630,female,no,yes,yes,not sure,no,not sure,not sure,yes,yes,no,no,no,no,chihuahua,,,,no,no,no,91.0,0.0,surgery/procedures,dental prophylaxis,yes
34,dog,adult,small,sheds a little,nan,nan,nan,365,female,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,shih tzu,poodles (all types),,,no,no,no,99.0,0.0,"surgery/procedures, surgery/procedures","dental prophylaxis, microchip implantation",yes
2,dog,puppy,small,no shedding,nan,"very sweet, timid",nan,850,female,no,yes,yes,yes,not sure,no,yes,yes,yes,no,no,no,no,yorkshire terrier,,,,no,yes,no,,0.45499999999999996,,,no
126,dog,senior,small,nan,short,nan,purebreed,250,female,no,yes,yes,yes,no,not sure,not sure,not sure,not sure,no,no,no,no,shih tzu,,,,no,no,no,189.0,0.0,surgery/procedures,dental prophylaxis,yes
12,dog,adult,large,sheds a lot,nan,nan,nan,375,male,yes,yes,yes,no,yes,no,not sure,yes,yes,no,no,no,no,st. bernard,great pyrenees,,,no,no,no,72.0,0.0,,,no
23,dog,puppy,small,nan,nan,nan,nan,450,male,no,yes,yes,no,no,not sure,no,yes,no,no,no,no,no,chihuahua,,,,no,no,no,48.0,0.0,"diagnosis, diagnosis",,yes
64,dog,puppy,large,nan,nan,nan,nan,350,male,yes,yes,yes,no,yes,not sure,not sure,not sure,no,no,no,no,no,bulldog,bloodhound,,,no,yes,no,26.0,0.0,,,no
15,dog,young,small,nan,short,nan,mixed,400,male,yes,yes,yes,yes,yes,not sure,not sure,yes,yes,no,no,no,no,yorkshire terrier,maltese,,,no,yes,no,116.0,0.0,,,no
27,dog,puppy,large,sheds a lot,nan,nan,nan,465,female,yes,yes,yes,no,not sure,not sure,not sure,yes,yes,no,no,yes,no,doberman pinscher,shepherds (all types),,,no,no,no,21.0,0.0,,,no
27,dog,puppy,large,sheds a lot,nan,nan,nan,465,male,yes,yes,yes,no,not sure,no,not sure,not sure,not sure,no,no,yes,no,doberman pinscher,shepherds (all types),,,no,no,no,21.0,0.0,,,no
15,dog,puppy,large,sheds a lot,nan,nan,nan,nan,male,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,doberman pinscher,shepherds (all types),,,no,no,no,21.0,0.0,,,no
15,dog,puppy,large,sheds a lot,nan,nan,nan,465,male,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,doberman pinscher,shepherds (all types),,,no,no,no,21.0,0.0,,,no
27,dog,puppy,large,sheds a lot,nan,nan,nan,465,male,yes,yes,yes,no,not sure,not sure,not sure,yes,yes,no,no,yes,no,doberman pinscher,shepherds (all types),,,no,no,no,21.0,0.0,,,no
27,dog,puppy,large,sheds a lot,nan,nan,nan,465,female,yes,yes,yes,no,not sure,no,not sure,not sure,not sure,no,no,yes,no,doberman pinscher,shepherds (all types),,,no,no,no,21.0,0.0,,,no
7,dog,young,small,nan,nan,nan,nan,500,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,chihuahua,,,,no,no,no,41.0,0.0,"surgery/procedures, surgery/procedures","microchip implantation, other",yes
71,dog,young,small,nan,nan,nan,nan,600,female,yes,yes,yes,no,no,not sure,not sure,yes,no,no,no,no,no,shih tzu,chihuahua,,,no,no,no,45.0,0.0,,,no
80,dog,puppy,medium,sheds a little,nan,nan,nan,465,male,yes,yes,yes,no,not sure,not sure,yes,yes,yes,no,no,no,no,shepherds (all types),terriers (medium),,,no,no,no,26.0,0.0,,,no
15,dog,young,small,sheds a little,short,nan,purebreed,400,male,no,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,jack russell terrier,,,,no,no,no,105.0,0.0,,,no
23,dog,adult,small,sheds a little,nan,nan,nan,475,male,no,yes,yes,no,yes,not sure,yes,yes,not sure,no,no,no,no,schnauzer (miniature),,,,no,no,no,68.0,0.0,,,no
0,dog,puppy,small,not available,short,nan,mixed,450,male,yes,yes,no,not sure,no,not sure,not sure,yes,not sure,no,no,no,no,yorkshire terrier,terrier (unknown type,,,no,yes,no,88.0,0.0,,,no
13,dog,puppy,small,sheds a little,nan,nan,nan,475,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,chihuahua,,,,no,no,no,,0.0,,,no
9,dog,young,small,sheds a little,nan,nan,nan,nan,female,yes,yes,yes,no,not sure,not sure,not sure,yes,no,no,no,no,no,dachshund,,,,no,yes,no,31.0,0.0,medications,,yes
48,dog,adult,medium,sheds a little,short,loving lapdog,mixed,400,female,yes,yes,yes,not sure,yes,no,yes,yes,yes,no,no,no,no,shih tzu,,,,no,no,no,129.0,0.6,,,no
7,dog,adult,small,sheds a lot,short,nan,mixed,350,male,yes,yes,yes,no,yes,not sure,not sure,not sure,yes,no,no,no,no,beagle,puggle,,,no,yes,no,153.0,0.0,surgery/procedures,dental prophylaxis,yes
34,dog,puppy,small,sheds a little,short,"friendly, happy puppy",purebreed,450,male,no,yes,no,no,no,not sure,not sure,yes,not sure,no,no,no,no,chihuahua,,,,no,no,no,97.0,0.5875,,,no
357,dog,adult,large,sheds a little,nan,nan,nan,350,male,yes,yes,yes,no,yes,not sure,not sure,yes,yes,no,no,no,no,german shorthaired pointer,labrador retriever,,,no,yes,no,53.0,0.0,surgery/procedures,other,yes
46,dog,senior,small,nan,nan,nan,nan,300,female,no,yes,yes,no,no,not sure,not sure,yes,not sure,no,no,no,no,pomeranian,,,,no,no,no,,0.0,,,no
66,dog,puppy,large,nan,nan,nan,nan,375,female,yes,yes,yes,no,no,not sure,yes,yes,yes,no,no,no,no,labrador retriever,,,,no,yes,no,83.0,0.0,,,no
56,dog,adult,small,nan,nan,nan,nan,400,male,no,yes,yes,no,yes,not sure,not sure,yes,not sure,no,no,no,no,chihuahua,,,,no,no,yes,,0.0,surgery/procedures,dental prophylaxis,yes
87,dog,puppy,small,nan,nan,nan,nan,400,male,yes,yes,yes,no,yes,not sure,not sure,yes,yes,no,no,no,no,chihuahua,terriers (small),,,no,no,no,59.0,0.0,,,no
24,dog,adult,small,nan,nan,nan,nan,350,male,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,lhasa apso,,,,no,no,no,90.0,0.0,,,no
996,dog,adult,large,nan,nan,nan,nan,150,male,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,german shepherd dog,,,,no,no,no,94.0,0.0,medications,other,yes
30,dog,adult,large,nan,nan,nan,nan,350,male,no,yes,yes,no,yes,no,yes,not sure,yes,yes,no,no,no,german shorthaired pointer,,,,no,no,no,74.0,0.0,,,no
36,dog,young,medium,nan,nan,nan,nan,350,male,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,german shepherd dog,labrador retriever,,,no,yes,no,79.0,0.0,,,no
92,dog,senior,small,nan,nan,nan,nan,315,male,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,lhasa apso,,,,no,no,no,155.0,0.0,,,no
17,dog,puppy,medium,nan,nan,nan,nan,465,male,yes,yes,yes,no,not sure,not sure,yes,yes,not sure,no,no,no,no,german shorthaired pointer,,,,no,no,no,16.0,0.0,,,no
74,dog,puppy,large,nan,nan,nan,nan,375,male,yes,yes,yes,no,no,not sure,yes,yes,yes,no,no,no,no,labrador retriever,,,,no,yes,no,83.0,0.0,,,no
172,dog,senior,small,sheds a lot,medium,nan,purebreed,275,male,no,yes,yes,no,no,not sure,not sure,yes,not sure,no,no,no,no,pomeranian,,,,no,no,no,197.0,0.0,,,no
102,dog,adult,medium,nan,nan,nan,nan,365,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,australian shepherd,,,,no,no,no,,0.0,"surgery/procedures, medications, surgery/procedures","microchip implantation, dental prophylaxis",yes
56,dog,puppy,medium,nan,nan,nan,nan,765,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,australian shepherd,,,,no,no,no,24.0,0.0,,,no
60,dog,puppy,medium,nan,nan,nan,nan,765,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,australian shepherd,,,,no,no,no,24.0,0.0,,,no
58,dog,puppy,medium,nan,nan,nan,nan,765,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,australian shepherd,,,,no,no,no,24.0,0.0,,,no
58,dog,puppy,small,sheds a little,nan,nan,nan,765,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,australian shepherd,,,,no,no,no,24.0,0.0,,,no
37,dog,adult,small,nan,nan,nan,nan,300,female,no,yes,yes,yes,yes,no,not sure,yes,not sure,no,no,no,no,lhasa apso,,,,no,no,no,128.0,0.0,,,no
8,dog,adult,medium,sheds a little,medium,"shy, nervous",purebreed,250,female,no,yes,yes,no,yes,not sure,not sure,no,no,yes,no,no,no,australian shepherd,,,,no,no,no,203.0,-0.5,,,no
65,dog,puppy,small,nan,nan,nan,nan,500,male,no,yes,no,yes,no,not sure,no,yes,no,no,no,no,no,maltese,,,,no,no,no,74.0,0.0,surgery/procedures,,yes
25,dog,puppy,small,nan,nan,nan,nan,765,female,yes,yes,yes,not sure,not sure,no,yes,yes,not sure,no,no,no,no,maltese,yorkie,,,no,no,no,25.0,0.0,,,no
75,dog,nan,small,not available,short,nan,mixed,450,female,yes,yes,no,not sure,no,no,not sure,yes,not sure,no,no,no,no,yorkshire terrier,,,,no,yes,no,88.0,0.0,,,no
23,dog,senior,small,nan,nan,nan,nan,250,female,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,poodle (miniature),,,,no,no,no,204.0,0.0,,,no
185,dog,adult,medium,nan,nan,nan,nan,350,female,yes,yes,no,no,yes,not sure,not sure,yes,not sure,no,no,no,no,boxer,pit bull terrier,,,no,no,no,,0.0,,,no
42,dog,adult,small,nan,nan,nan,nan,465,male,no,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,no,no,no,no,yorkshire terrier,,,,no,yes,no,88.0,0.0,,,no
101,dog,senior,small,nan,nan,nan,nan,400,male,yes,yes,yes,yes,yes,not sure,not sure,yes,yes,no,no,no,no,shih tzu,bichon frise,,,no,no,yes,194.0,0.0,,,no
13,dog,adult,small,nan,nan,nan,nan,325,male,yes,yes,yes,yes,yes,not sure,no,no,yes,no,no,no,no,shih tzu,poodles (all types),,,no,no,no,148.0,0.0,,,no
17,dog,young,small,nan,nan,nan,nan,600,male,no,yes,yes,yes,yes,not sure,not sure,yes,yes,no,no,no,no,havanese,,,,no,no,no,65.0,0.0,diagnosis,,yes
58,dog,adult,medium,nan,nan,nan,nan,400,female,yes,yes,yes,no,yes,not sure,yes,yes,yes,no,no,no,no,australian cattle dog,,,,no,no,no,62.0,0.0,,,no
16,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,yes,not sure,no,not sure,not sure,yes,yes,no,no,yes,no,australian cattle dog,,,,no,no,no,46.0,0.0,,,no
17,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,not sure,no,no,not sure,not sure,yes,yes,no,no,yes,no,australian cattle dog,,,,no,no,no,46.0,0.0,,,no
21,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,yes,no,no,not sure,not sure,yes,yes,no,no,yes,no,australian cattle dog,,,,no,no,no,46.0,0.0,,,no
24,dog,young,x-large,nan,nan,nan,nan,375,female,no,yes,yes,no,not sure,not sure,not sure,yes,yes,no,no,no,no,st. bernard,,,,no,no,no,,0.0,,,no
25,dog,senior,small,nan,nan,nan,nan,300,female,no,yes,yes,no,yes,yes,not sure,not sure,no,no,no,no,no,chihuahua,,,,no,no,no,125.0,0.0,,,no
19,dog,senior,small,nan,nan,nan,nan,400,female,nan,yes,yes,yes,yes,no,not sure,yes,not sure,no,no,no,no,maltese,,,,no,no,no,189.0,0.0,,,no
24,dog,senior,small,nan,nan,nan,nan,300,female,no,yes,yes,yes,no,no,not sure,not sure,not sure,no,no,no,no,bichon frise,,,,no,no,no,177.0,0.0,,,no
13,dog,senior,small,nan,nan,nan,nan,250,female,yes,yes,yes,no,yes,not sure,not sure,yes,no,yes,no,no,no,pomeranian,papillon,,,no,no,no,,0.0,,,no
35,dog,adult,small,nan,nan,nan,nan,350,female,no,yes,yes,yes,yes,not sure,not sure,no,yes,no,no,no,no,silky terrier,,,,no,no,no,138.0,0.0,,,no
58,dog,puppy,medium,nan,nan,nan,nan,400,male,yes,yes,not sure,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,german shepherd dog,labrador retriever,,,no,yes,no,74.0,0.0,,,no
